MovieID,description,
3148,"A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",
3149,Mystery about an ex-prizefighter who embarks on a journey to find 13 missing diamonds.,
3150,"An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret.",
3151,A master criminal terrorizes the occupants of an isolated country mansion.,
3152,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",
3153,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",
3154,A dedicated American reporter in 1930s Japan is determined to expose that government&apos;s plan for world domination.,
3155,"The story of the romance between the King of Siam and widowed British schoolteacher, Anna Leonowens, during the 1860s.",
3156,An android endeavors to become human as he gradually acquires emotions.,
3157,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",
3158,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king&apos;s cruelty mounts she finds her loyalty faltering.",
3159,An update of the original film with new interpretations of great works of classical music.,
3160,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",
3161,"Russia, 1820s: Onegin inherits his uncle&apos;s country estate and moves there from St. Petersburg. He befriends his neighbor, Lensky, and meets Tatyana through him. She falls in love with Onegin but he just wants friendship.",
3162,"After scams at horse races and making lots of money, 3 young people split. 20 years later, one of them, a drunk, creates chaos with photos from back then.",
3163,"Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.",
3164,"A couple about to be married are both having affairs, with women. This campy sex-romp takes place in some European city where everyone appears to be sex crazed and speaks with a different accent.",
3165,A pair of sociopath killers take on the police and the mob in order to make one last big score.,
3166,A comic book artist struggling with his &quot;Brenda Starr&quot; strip decides to draw himself into it when his comic book character is disappointed and leaves the strip.,
3167,Chronicling the lifelong sexual development of two men who meet and become friends in college.,
3168,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.",
3169,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,
3170,Edited version of the 1938 Republic serial &quot;The Lone Ranger.&quot;,
3171,An ambitious young accountant plots to wed a wealthy factory owner&apos;s daughter despite falling in love with a married older woman.,
3172,"A movie adaptation of Homer&apos;s second epic, that depicts Ulysses&apos; efforts to return to his home after the end of ten years of war.",
3173,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,
3174,The life and career of legendary comedian Andy Kaufman.,
3175,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.",
3176,"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.",
3177,"Gregor still lives in Los Angeles with his friends. Now, he is looking for a new job. Dipo, who had a grudge against Gregor four years ago, is looking for him and taking revenge. For his son's safety, Gregor's father sent him to his uncle's house. Gregor is under the same roof as his eccentric uncle Eloy and cousin ray. However, Gregor soon found that trouble always comes to your door, no matter where you live",
3178,"The story of Rubin &apos;Hurricane&apos; Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",
3179,"Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela&apos;s Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Lime",
3180,Two best friends and former middleweight contenders travel to Las Vegas to fight each other for the first time.,
3181,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.",
3182,A cinematic portrait of the life and career of the infamous American execution device designer and holocaust denier.,
3183,"The Vatican sends a priest to verify some miracles, performed by a woman who has been nominated for sainthood. During his investigation, the priest, who is experiencing a crisis of faith, re-discovers his own purpose in life.",
3184,"A mob boss has the tough Claire and Nick pick up the guy, who lost money on his watch. Later, boss&apos; Kitty runs away and Claire has to find her. Anyone not scheming? Who&apos;s shot next?",
3185,"A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.",
3186,Based on writer Susanna Kaysen&apos;s account of her 18-month stay at a mental hospital in the late 1960s.,
3187,"Ryan Kazinski, 16, is in juvenile detention in Fort Myers, Florida. He gets away one day, and the world is all before him: where should he go, what should he do? Should he try to find his mom? Should he head for Colorado, where he&apos;s ",
3188,"The life and career of Hank Greenberg, the first major Jewish baseball star in the Major Leagues.",
3189,"Willie (Frankie Muniz) is the only child in the family. At that time, the only child was very rare. Therefore, Willie was bullied and excluded by his peers, and his character became more and more withdrawn. Only DINK (Luke Wilson) who lives next door can make Willie feel happy and safe. He even asked DINK for advice on how to become a baseball pitcher. But before long, the trusted friend left Willie and went to the battlefield. In order to comfort the sad Willie, his mother gave him a puppy named skip. Skip was smart and obedient. With his help, Willie gradually opened his heart and had a group of friends. DINK came back, but he was charged with deserting. Willie invited DINK to his football game. The latter broke his appointment. Angry Willy vented his anger on skip, which directly led to skip's running away from home. At this time, Willy found that skip was so important to him. He was determined to find it and apologize to it.",
3190,"At the beginning of the 22nd century, a medical lifeboat ""Nightingale 229"" was conducting a routine inspection of deep space. Working in this silent and lonely spaceship are six members, including captain A.J. Marley, deputy Nick Van Sant, chief physician Chira Evans, computer engineer Ben sotmojie, medical scientist yelch panarosa, and danik rod. During the inspection, they found that a strange alien substance was exploding from a star millions of light-years away. Several people didn't know how to deal with it. At this time, they received an emergency signal for help. Although it was very dangerous, the members of the rescue team had no choice but to go to the rescue. The stumbling spacecraft finally approached the center of the explosion, and immediately they were restrained by the gravity of a huge blue star. Here, they rescued Carl Larsen, a mysterious and unpredictable young man. What made everyone uneasy was that they felt that this man might cause danger to the members of the spacecraft at any time. In addition, the members of the Nightingale have to fight against the huge cosmic gravity. The people on the spacecraft are facing death. The survivors must get rid of the gravity of the star and return to the Milky Way galaxy, because the explosion of this huge supernova may happen at any time",
3191,"This thriller investigates the mysterious assassination of a gay pastor in rural South Africa. Without witnesses or explanations, the crime appears to the police and others as a jigsaw puzzle without enough pieces. The police then su",
3192,"A young female terrorist was sent to complete the assassination mission. The leader of the organization ordered her to commit suicide after completing the mission, but she did not yield to fate",
3193,Kyle Dean was a misfit in her North Carolina school. She was called &quot;Creature&quot; because she was a boy who knew she was a girl in part of the country where such things were not understood or tolerated. As soon as she could she left Nor,
3194,"In pre-WWII, McCarthyism, a diametrically opposed couple come together only to find out that geniune friendship and physical attraction is not enough to overcome fundamental societal beliefs.",
3195,"Wealthy Elias Graves builds his home on the top of a hill, where a group of squatters have taken up residence at the bottom. Many of the men in the squatters&apos; village have their eyes on young Tess, and one of them, Ben Letts, frames ",
3196,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",
3197,A San Francisco civilian police detective is forced to work on a series of murders with his former enemy commanding officer while dating his daughter.,
3198,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil&apos;s Island, which inspires the man to plot his escape.",
3199,"Joey Evans&apos; a charming, handsome, funny, talented a-1st class, A-N°.1 - heel. When Joey meets the former chorus girl and now is the rich widow, Vera Simpson, the pair of lecherous souls seem made for each other.",
3200,"Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.",
3201,"A dropout from upper-class America picks up work along the way on oil rigs when his life isn&apos;t spent in a squalid succession of bars, motels, and other points of interest.",
3202,A group of dwarfs at a correctional facility erupt in anarchy.,
3203,"After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship.",
3204,A Nazi hunter in Paraguay discovers a sinister and bizarre plot to rekindle the Third Reich.,
3205,"A vengeful witch and her fiendish servant return from the grave and begin a bloody campaign to possess the body of the witch&apos;s beautiful look-alike descendant, with only the girl&apos;s brother and a handsome doctor standing in her way.",
3206,"A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.",
3207,Writer Harry Street reflects on his life as he lies dying from an infection while on safari in the shadow of Mount Kilamanjaro.,
3208,"A spoof on Lethal Weapon (1987), other movies, TV commercials etc. 2 unlike LA cops investigate a cocaine in girl scout cookies case.",
3209,"A beautiful but amoral gypsy girl entices a young dragoon to betray his honor and get cashiered from the service, and for her sake he soon turns to a life of crime.",
3210,"A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n&apos; roll.",
3211,A mother whose child was killed in a dingo attack in the Australian Outback fights to prove her innocence when she is accused of murder.,
3212,A smart-mouthed junkie and loser known as J.J. (George Segal) spends his days looking for just &quot;one more fix&quot;.,
3213,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,
3214,"Marcus takes his kid brother, David, with him for a physical test and a brain scan, suspecting cerebral aneurysm like their dad died of. They head off on bikes for the big Rockies bike race with Marcus&apos; Sarah driving the van.",
3215,The tragic 1939 voyage of SS St. Louis carrying hundreds of German Jewish refugees from Nazi Germany that seemingly no nation is willing to save from certain doom.,
3216,An erotic horror tale about a vixen vampiress seducing and killing women to appease her insatiable thirst for female blood.,
3217,"A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.",
3218,"A boy shoots his father and flies out the window. A man falls in love with a fellow inmate in prison. A doctor accidentally ingests his experimental sex serum, wreaking havoc on the community.",
3219,"A couple work hard to renovate their dream house and become landlords to pay for it. Unfortunately, one of their tenants has plans of his own.",
3220,"A young sailor falls in love with a mysterious woman, performing as a mermaid at the local carnival. He soon comes to suspect the girl might be a real mermaid, who draws men to a watery death during the full moon.",
3221,A young artist is commissioned by the wife of a wealthy landowner to make a series of drawings of the estate while her husband is away.,
3222,"In 1820s Spain the soldier Don José falls in love with the fiery and charismatic factory worker Carmen. Conflicts and grievances multiply, however, as it becomes apparent their views on love and commitment are fundamentally incompati",
3223,Twin zoologists lose their wives in a car accident and become obsessed with decomposing animals.,
3224,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,
3225,A young man wins and loses the first serious love of his life. Al Connelly falls in love with the girl of his dreams. After the summer she breaks up with him. As he tries to recover Al goes to desperate measures.,
3226,"This music documentary looks at the life and legend of singer and guitarist Robert Johnson, arguably the most important figure in the history of the blues.",
3227,"Not Love Just Frenzy is a fast, funny adventure through the wild Euroclub scene in the style of the scandalous Pedro Almodovar. A group of hot, horny twentysomething friends looking for love at Madrid&apos;s hottest disco get tangled up i",
3228,A whimsical look back at the life of a man who is nervous about his upcoming wedding.,
3229,A mystery writer becomes involved in a tangled web of murderous deception not unlike the plots of her novels.,
3230,"Following the suicide of an elderly Jewish man, a journalist in possession of the man&apos;s diary investigates the alleged sighting of a former S.S. Captain, who commanded a concentration camp during World War II.",
3231,The simple-minded son of a rich financier must find his own way in the world.,
3232,A man learns he will inherit a fortune if he marries by 7 p.m. that same day.,
3233,"Two young women arrive in London to make it big in show business, and become corrupted by money and fame in the process.",
3234,"Harry Williams, of the r&amp;b band, Bloodstone, is about to go onstage, when he&apos;s hit on the head. We follow his dream, as the other band members become conductors aboard a train filled with characters - from the 1930s, including W.C. F",
3235,Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.,
3236,Two gunfighters separate and experience surreal visions on their journey through the west.,
3237,"Filmed over several years, it is a wonder-filled portrait of a family of kestrels (European falcons) who live in a church tower above a small Swedish town. The amazing cinematography, nominated for a Swedish Oscar.",
3238,"A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",
3239,"Bette Midler and Nathan Lane star in this comedy about Jacqueline Susann, the ambitious woman of dubious talent who wrote Valley of the Dolls, a best-selling novel that became a sensation.",
3240,"The Big Tease is big fun, a fish-out-of-water tale teeming with charm and a hilariously satiric view of life in L. A.",
3241,"While the soccer World Cup is being played in France, two young Tibetan refugees arrive at a monastery/boarding school in exile in India. Its atmosphere of serene contemplation is somewhat disrupted by soccer fever, the chief instiga",
3242,"A beautiful widow believed that her dead daughter was still alive. In the process of looking around, she found her love",
3243,"When they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.",
3244,"After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.",
3245,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.,
3246,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",
3247,"When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identi",
3248,Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,
3249,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",
3250,A Uruguayan rugby team stranded in the snow swept Andes are forced to use desperate measures to survive after a plane crash.,
3251,"When a naive novice nun is discovered with a dead newborn in her convent quarters, a court-appointed psychiatrist investigates her case.",
3252,"A prep school student needing money agrees to &quot;babysit&quot; a blind man, but the job is not at all what he anticipated.",
3253,Two slacker friends try to promote their public-access cable show.,
3254,The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.,
3255,Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,
3256,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",
3257,"A former Secret Service agent takes on the job of bodyguard to an R&amp;B singer, whose lifestyle is most unlike a President&apos;s.",
3258,"When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",
3259,"A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely.",
3260,A businessman thwarts his wife&apos;s bequest of an estate to another woman.,
3261,A group of twenty-something friends search for love and success in grunge-era Seattle.,
3262,"Laura Palmer&apos;s harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks&apos; neighboring town.",
3263,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.,
3264,Flighty teenage girl Buffy Summers learns that she is her generation&apos;s destined battler of vampires.,
3265,"Yuan Haoyun is an anti-traditional detective. He always hates evil like hatred and is very loyal to his friends. Undercover detective Jiang Lang is mixed in the illegal arms smuggling group. He is the right hand of Uncle Hai, the leader of the underworld. He is highly valued by Uncle Hai and intends to cultivate him as his successor. Because Uncle Hai is old, his position in the Jianghu has been replaced by the newly rising Wang. Wang also appreciates lang. in order to further master the correct information of the arms group, Lang laid his heart on him and killed Uncle Hai in order to prove his heart for Wang Buer. Wang Daxi, absorbing waves as his number one horse. Yuan didn't know Lang's real identity and chased lang. they fought to death. Yuan felt that this person's identity was very suspicious. Later, he learned that Lang was an undercover detective, so he tried to contact Lang and hoped to destroy Wang's crime together.",
3266,A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.,
3267,A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.,
3268,A tough police sergeant&apos;s overbearing mother comes to visit him and begins to meddle in his life and career.,
3269,"During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.",
3270,A temperamental figure skater and a former hockey player try to win Olympic gold as a figure skating pairs team.,
3271,"A nomadic farm worker looks after his dimwitted, gentle-giant friend during the Great Depression.",
3272,"While investigating a young nun&apos;s rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness and redemption.",
3273,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",
3274,A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.,
3275,Two Irish Catholic brothers become vigilantes and wipe out Boston&apos;s criminal underworld in the name of God.,
3276,An undercover DEA agent brings down the Mafia.,
3277,"Jaume, a sick professor of literature, decides to leave his heritage &quot;an essay on the book of Ramón Llull&quot; to his best student David, a hustler.",
3278,"Monika Treut explores the worlds and thoughts of several transgender individuals. As with Treuts first film, Jungfrauenmaschine, Gendernauts, enters a minority sector of San Fransisco culture. The individuals in this film are people ",
3279,"In 2009, the streets of Mumbai, India. Bach, a successful, well-dressed man, conducted a secret transaction in a telephone booth. He is a small accomplished banker. From top to bottom, he is a famous brand, his wife is beautiful, and his daughter is well-behaved. Although he has an enviable family business, he is arrogant and unconcerned. He does not hesitate to dye his hands black for wealth and honor. . Just as he was about to leave the phone booth, an unfamiliar call came in. The other party knew of all his criminal activities and was hiding in a nearby building to monitor him, and he would be sniped if he acted rashly.Soon after, an addict died in front of the phone booth. The panic Bach began to attract the attention of passersby. The police, the media, politicians and even the people of the whole country focused on this little phone booth. Bach was forced to reveal his disguise to the people of the whole country and the unknown shocking behind the country’s political arena. scandal",
3280,"A social worker, still reeling from the loss of her architect husband, investigates the eccentric, psychedelic Wadsworth Family, consisting of a mother, two daughters, and an adult son with the apparent mental capacity of an infant.",
3281,Documentary about a multiple murder in rural Nebraska in 1993.,
3282,Karl Foyle and Paul Prentice were best mates at school in the Seventies. But when they meet again in present-day London things are definitely not the same.,
3283,A museum curator falls in love with a crazy parking attendant.,
3284,"In a Manhattan psychiatric hospital a man, convinced he is Sherlock Holmes, is treated by a female doctor who happens to be named Watson.",
3285,"Richard (Leonardo DiCaprio) is an American young man who loves Internet surfing and adventure. One day, he came to Bangkok, Thailand to find the paradise on earth beach he learned on the Internet. In the cheap hotel where he stayed, he met the French girl franoise (Virginia ledoyen) and her boyfriend. They became friends. Soon Richard fell in love with franoise. Richard got some strange secrets from the strange bald man. Then the bald man left a mysterious map and died unexpectedly, which aroused Richard's curiosity. He followed the map. He was sure that the beach did exist and began to persuade franoise and his boyfriend to go to find the beach with him, and copied a map for other American friends to explore. After overcoming all kinds of difficulties, Richard three came to the suspected beach paradise, but only a large area of marijuana land and Thai Farmers with guns appeared in front of them. When they ran for their lives, they finally entered the dream paradise. The people there lived a worry free and simple life similar to the primitive society under the leadership of SAL (Tilda Swinton). Richard's arrival made Thai Farmers warn Sal: no more people are allowed on the beach. This sentence then became a prophecy",
3286,"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",
3287,Tigger goes looking through the hundred-acre-wood to find his family.,
3288,"A British family is trapped between culture, tradition, and the colonial sins of the past.",
3289,"In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if ther",
3290,"Arne buys a house in suburban Los Angeles, only to discover that the previous owner died in a grisly manner. Then he gets a visit from the dead woman&apos;s best friend, who is convinced that she didn&apos;t commit suicide. Together, they inve",
3291,Trouble erupts when a happily married couple bring in a third party to spice things up.,
3292,"A police lt. is ordered to stop investigating deadly crime boss Mr. Brown, because he hasn&apos;t been able to get any hard evidence against him. He then goes after Brown&apos;s girlfriend who despises him, for information instead.",
3293,"Emmy Coer, a computer genius, devises a method of communicating with the past by tapping into undying information waves. She manages to reach the world of Ada Lovelace, founder of the idea of a computer language and proponent of the ",
3294,"A psychotic redneck, who owns a dilapidated hotel in rural East Texas, kills various people who upset him or his business, and he feeds their bodies to a large crocodile that he keeps as a pet in the swamp beside his hotel.",
3295,"This Ken Loach film tells the story of a man devoted to his family and his religion. Proud, though poor, Bob wants his little girl to have a beautiful (and costly) brand-new dress for her First Communion. His stubbornness and determi",
3296,Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London&apos;s East End.,
3297,Account of Admiral Byrd&apos;s 1928 expedition to the South Pole. Academy award winning cinematography.,
3298,"A college dropout, attempting to live up to his father&apos;s high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeared t",
3299,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",
3300,"A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.",
3301,"A struggling dentist&apos;s life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster&apos;s whereabouts.",
3302,"In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the",
3303,This documentary follows the lives of a number of heroin addicts in the U.S.A. It shows their heroin life stories.,
3304,"When three workers try to steal from the local union, they instead discover corruption and decide to use this information for blackmail.",
3305,"In Paris, an artist hires portrait models, and after he finishes their portraits, he strangles them.",
3306,The Tramp finds work and the girl of his dreams at a circus.,
3307,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",
3308,"A recent high school graduate unsure of his future gets a summer job at the Flamingo beach club, and meets the charismatic Phil Brody.",
3309,"Chaplin is the first national film company "" Chaplin's first film is three volumes long. In this film, Chaplin makes an interesting comparison between the life of tramps and the life of dogs. He and Chaplin have to struggle to survive and endure being kicked around by all sectors of society. Chaplin began to think about the structure of comedy from this film, and each paragraph is related to each other to form a whole. Due to the integrity of the structure, this film In terms of content, it is still a comedy showing that Charlotte is chased around by the police in slums and hotels, which seems to have tears in his smile.",
3310,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",
3311,Newcomer Will Lockhart defies the local cattle baron and his sadistic son by working for one of his oldest rivals.,
3312,"A Story about the rich McCulloch Family, their overbearing father and the children&apos;s misguided blaming him for everything that doesn&apos;t go right.",
3313,"It&apos;s been 10 years since Lizzie Borden High School&apos;s class of &apos;72 graduated, and the preppies, the hippies and the in-crowd has returned to reminisce over good times past. But classmate Walter Baylor has returned too with a vengeance",
3314,A Quaker colony tries to save the giant sequoias from a timber baron.,
3315,"A chorus girl gets a ride from millionaire Bruno&apos;s driver. The cash-strapped theater director thinks, she&apos;s Bruno&apos;s girlfriend and makes her the lead. She meets Bruno, thinking he&apos;s a reporter. More confusion follows.",
3316,"After assuming his dead cell-mate&apos;s identity to get with the other man&apos;s girlfriend, an ex-convict finds himself a reluctant participant in a casino heist.",
3317,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",
3318,The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm,
3319,"A lonely, but talented teacher enjoys a flirtation with the (married) principal of the school, who returns her affections, but is hampered by his family members. Whilst the teacher and principal can steal their fleeting moments durin",
3320,Kresten&apos;s dad dies and he returns to the farm on Lolland to take care of things incl. his retarded brother. He employs a hooker as maid. He loses wife and job due to lies. The maid&apos;s kid brother moves in and they&apos;re a family of 4.,
3321,"An engaged woman, who has an art gallery with a friend, receives a package from Mexico sent by her uncle. A lot of people seem to be interested in this package, including a handsome man. Who can be trusted?",
3322,"Rob has 2 strikes and 3 strikes now means 25 to life. Leaving prison, he&apos;s picked up in a stolen car later stopped by the police. Can he prove his innocence before he&apos;s caught?",
3323,Salma Hayek plays an avid detective assigned to the heist of a batch of precious coins that end up in the hands of a suicidal barber.,
3324,"When a woman drives a car into the river to her death, everyone in town becomes a suspect.",
3325,"Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together.",
3326,A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targets,
3327,"A heartfelt documentary focusing on the day-to-day lives of professional wrestlers, some on the rise, some on the wane, and others fighting for their lives.",
3328,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,
3329,"In rural 1960s Australia, a boy watches helplessly as his best friend falls in love with a small-time criminal, setting off a violent chain of events.",
3330,A fragile Kansas girl&apos;s love for a handsome young man from the town&apos;s most powerful family drives her to heartbreak and madness.,
3331,A rich father hires a tutor for his son. The son is a horny teenager and the tutor is a gorgeous blonde. Complications ensue.,
3332,"When both parents are killed by man, the wolf Lobo learns the ways of the hunter.",
3333,The life of a soap opera actress begins to unravel as she fears her character will be written out of the series.,
3334,"A man visits his war buddy&apos;s family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",
3335,Vic Brady draws young Don Gregor into a life of crime. He then blackmails Gregor&apos;s plastic surgeon father into fixing up his face so he can evade the cops.,
3336,"In 1940, the Nazis invade Britain and transform it into a fascist state where some Britons collaborate and others resist. In 1944, an apolitical Irish nurse becomes a reluctant player in the fight between the two sides.",
3337,The professional and romantic misadventures of an advertising executive in 1960s swinging London.,
3338,"An in-depth look at various NASA moon landing missions, starting with Apollo 8.",
3339,German commander Hauptmann Stransky (Maximilian Schell) places a squad in extreme danger after Sergeant Rolf Steiner (James Coburn) refuses to lie for him.,
3340,A mad doctor attempts to create atomic supermen.,
3341,"A tycoon hires a tutor to teach his lover proper etiquette, with unexpected results.",
3342,After two friends return home from the Vietnam War one becomes mentally unstable and obsesses with becoming a bird.,
3343,"Aspiring and incarcerated rock singer, Robin Shea (Rebecca De Mornay) seduces prison guard Billy Moran (Vincent Spano). Robin marries Billy to get out of jail, but Robin&apos;s concerns are on politician James Tiernan (Frank Langella).",
3344,An Egyptian caterer kills various women in suburban Miami to use their body parts to revive a dormant Egyptian goddess while an inept police detective tries to track him down.,
3345,"When a cougar raised by a group of loggers in the Pacific Northwest reverts to its natural instincts, the consequence could threaten its life.",
3346,A crackpot artist kills various people to use their blood as his new crimson red color for his paintings.,
3347,"A government researcher, sent to research the &quot;menace&quot; of wolves in the north, learns about the true beneficial and positive nature of the species.",
3348,"In a Scandinavian insane asylum, murderer Salem sneaks out at night to exact his revenge on those who he deems responsible for his predicament.",
3349,The real life story of actress Pearl White during her rise to fame in silent serials.,
3350,A substantial insurance payment could mean either financial salvation or personal ruin for a poor black family.,
3351,Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town&apos;s destruction during the Civil War.,
3352,"Recovering alcoholic, ex-LAPD, private detective Fritz Brown, is hired by caddie &quot;Fat Dog&quot; to follow his kid sister, who is holed up with an old sugar daddy. The trail leads to his old police boss Cathcart, and the bodies start to pi",
3353,"Irish lads send an ad to the Miami Herald inviting fit and enticing women, between the ages of 20 and 21, to live in their isolated Donegal village. The whole town knows about the ad, and it sharpens everyone&apos;s sense of the opportuni",
3354,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",
3355,"A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones.",
3356,"George Condo is a modern master of antipodal psychedelia .Often misunderstood by the mainstream surface dweller crowd unschooled in the finer aspects of cosmic consciousness.In this film you will be bedazzled by george's interpetations of what lies just below the surface of human consciousness.Jewel encrusted antipodol beings from dimensions uncharted by western pseudo-science.A must see for those interested in furthering one's own understanding of the transcendental aspects of psychedelic art.At first I had no idea of what to expect a film about a guy painting condminiums,not my idea of a good time.I was actually instore for quite a surprise a psychedelic master I had never had the oppuortunity to gaze upon.Vibrant textures and special appearances by some of New York City's beat generation top this documentary off.",
3357,East West 101 is set around the Major Crime Squad in metropolitan Sydney. It is based upon the experiences of actual detectives in a crime unit in Sydney&apos;s western suburbs.,
3358,"In an afterlife way station resembling a major city, the lives of the recently-deceased are examined in a court-like setting.",
3359,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,
3360,A coach with a checkered past and a local drunk train a small town high school basketball team to become a top contender for the championship.,
3361,A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,
3362,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does",
